SP_ID,stroke_exp,pop,y,Townsend.class,NOx.class,Townsend,NOx,Offset
05CGFR08,1.463509133,871.4,0,"(5.44,9.2]","(53.6,64.8]",5,3,-2.774092111
05CGFR09,3.060837472,1072.3,3,"(0.086,3.11]","(53.6,64.8]",3,3,-2.543234588
05CGFR10,2.262870554,822.45,3,"(3.11,5.44]","(53.6,64.8]",4,3,-2.559253239
05CGFR11,4.656342757,1357.45,6,"(0.086,3.11]","(64.8,82.1]",3,4,-2.463186617
05CGFR12,2.442290835,1168.64,3,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.678974804
05CGFR13,8.088277721,1241.4,20,"(0.086,3.11]","(64.8,82.1]",3,4,-2.183216804
05CGFR14,2.171623656,743.44,25,"(0.086,3.11]","(82.1,243]",3,5,-2.533190909
05CGFR15,4.130390521,1195.89,1,"(0.086,3.11]","(64.8,82.1]",3,4,-2.460197547
05CGFR16,3.809479823,1154.24,3,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.479994717
05CGFR17,3.683473378,1284.2,2,"(0.086,3.11]","(64.8,82.1]",3,4,-2.541127653
05CGFR18,0.864738797,875.95,0,"[-6.54,-2.07]","(53.6,64.8]",1,3,-3.005165425
05CGFR19,1.702236701,881.92,1,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.713570179
05CGFR20,2.324346532,1151.01,1,"(0.086,3.11]","(53.6,64.8]",3,3,-2.69390032
05CGFR21,2.387412299,898.56,2,"(0.086,3.11]","(64.8,82.1]",3,4,-2.574464229
05CGFR22,0.508780671,611.12,0,"[-6.54,-2.07]","(53.6,64.8]",1,3,-3.079234176
05CGFR23,5.255337544,1555.82,10,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.469889267
05CGFR24,3.138169762,1433.29,2,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.658705713
05CGFR25,2.825980802,991.28,3,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.543787264
05CGFR26,3.258373683,1043.16,0,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.503991368
05CGFR27,3.356229901,1161.78,3,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.538015758
05CGFR28,4.950545675,1306.47,4,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.419797592
05CGFR29,3.203816916,1306.89,4,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.609505373
05CGFR30,1.6612797,923.58,2,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.744249876
05CGFR31,4.062994225,1424.37,0,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.543536024
05CGFR32,1.791223756,1345.8,1,"(0.086,3.11]","(64.8,82.1]",3,4,-2.875252264
05CGFR33,4.110205228,1358.21,2,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.517787165
05CGFR34,3.18958072,1336.42,1,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.621171617
05CGFR35,2.274999139,945.53,1,"(3.11,5.44]","[7.8,41.4]",4,1,-2.61764788
05CGFR36,6.57234482,1593.59,10,"(0.086,3.11]","(41.4,53.6]",3,2,-2.382861417
05CGFR37,2.896213774,1236.09,3,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.629200713
05CGFR38,5.558433743,861.11,1,"(5.44,9.2]","(41.4,53.6]",5,2,-2.187293757
05CGFS01,3.027483998,1258.76,12,"(3.11,5.44]","(82.1,243]",4,5,-2.617815284
05CGFS02,2.803285295,1218.95,3,"(0.086,3.11]","(64.8,82.1]",3,4,-2.637318672
05CGFS03,3.197241508,1009.87,2,"(3.11,5.44]","(82.1,243]",4,5,-2.498112874
05CGFS04,3.729796649,1161.61,3,"(0.086,3.11]","(64.8,82.1]",3,4,-2.491978474
05CGFS05,2.816429772,1292.38,20,"(0.086,3.11]","(82.1,243]",3,5,-2.660743829
05CGFS06,3.668062768,991.6,1,"(0.086,3.11]","(82.1,243]",3,5,-2.430290267
05CGFS07,5.054425346,1155.66,5,"(5.44,9.2]","(64.8,82.1]",5,4,-2.357254687
05CGFS08,1.589357844,748.89,0,"(3.11,5.44]","(64.8,82.1]",4,4,-2.672273666
05CGFS09,3.155021581,1011.59,3,"(3.11,5.44]","(82.1,243]",4,5,-2.504645567
05CGFS10,1.896620601,1032.77,3,"(5.44,9.2]","(64.8,82.1]",5,4,-2.735224861
05CGFS11,2.659643116,1026.91,4,"(5.44,9.2]","(53.6,64.8]",5,3,-2.585582759
05CGFS12,3.564282691,1288.39,4,"(3.11,5.44]","(82.1,243]",4,5,-2.556872079
05CGFS13,3.619211847,1100.17,3,"(5.44,9.2]","(53.6,64.8]",5,3,-2.481414747
05CGFS14,3.506093541,1208.85,0,"(3.11,5.44]","(53.6,64.8]",4,3,-2.536287478
05CGFS15,2.362574734,936.29,2,"(5.44,9.2]","(53.6,64.8]",5,3,-2.596927574
05CGFS16,2.227516478,759.24,3,"(5.44,9.2]","(64.8,82.1]",5,4,-2.531282116
05CGFS17,1.826034607,803.75,4,"(5.44,9.2]","(82.1,243]",5,5,-2.642624188
05CGFS18,2.570698931,768.23,4,"(5.44,9.2]","(64.8,82.1]",5,4,-2.473984346
05CGFS19,3.862593204,1387.19,6,"(5.44,9.2]","(64.8,82.1]",5,4,-2.554046009
05CGFS20,1.615276014,697.41,5,"(5.44,9.2]","(64.8,82.1]",5,4,-2.634234387
05CGFS21,1.131851291,691.51,1,"(5.44,9.2]","(64.8,82.1]",5,4,-2.785297666
05CGFS22,2.068839273,978.94,3,"(5.44,9.2]","(53.6,64.8]",5,3,-2.674110537
05CGFS23,3.072379344,747.76,5,"(5.44,9.2]","(64.8,82.1]",5,4,-2.384499298
05CGFS24,3.270459059,1001.23,2,"(5.44,9.2]","(64.8,82.1]",5,4,-2.484504218
05CGFS25,3.544871233,1023.13,2,"(5.44,9.2]","(64.8,82.1]",5,4,-2.458823028
05CGFS26,1.855929264,618.94,2,"(5.44,9.2]","(82.1,243]",5,5,-2.521782916
05CGFS27,1.696680285,883.54,1,"(5.44,9.2]","(64.8,82.1]",5,4,-2.715791416
05CGFT01,2.799213744,869.94,3,"(3.11,5.44]","[7.8,41.4]",4,1,-2.491053552
05CGFT02,1.571059959,1167.3,2,"(3.11,5.44]","(53.6,64.8]",4,3,-2.870404818
05CGFT03,4.0748119,1121.59,3,"(0.086,3.11]","(41.4,53.6]",3,2,-2.438145869
05CGFT04,2.173716999,1320.14,2,"(3.11,5.44]","(41.4,53.6]",4,2,-2.782701298
05CGFT05,3.187815606,1573.41,4,"(0.086,3.11]","(41.4,53.6]",3,2,-2.692467916
05CGFT06,3.355549497,1107.28,4,"(0.086,3.11]","[7.8,41.4]",3,1,-2.517175703
05CGFT07,1.941903514,822.23,2,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.625738762
05CGFT08,5.03167829,1296.19,2,"(0.086,3.11]","[7.8,41.4]",3,1,-2.409266633
05CGFT09,3.49702259,1120.13,5,"(3.11,5.44]","(41.4,53.6]",4,2,-2.504212012
05CGFT10,4.074720709,1030.84,2,"(0.086,3.11]","[7.8,41.4]",3,1,-2.401373328
05CGFT11,3.915518407,1200.23,3,"(0.086,3.11]","[7.8,41.4]",3,1,-2.48505609
05CGFT12,2.608504253,1261.06,4,"(3.11,5.44]","[7.8,41.4]",4,1,-2.683444932
05CGFT13,3.810190852,1421.04,6,"(3.11,5.44]","[7.8,41.4]",4,1,-2.570493548
05CGFT14,2.38022297,1375.15,12,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.760980067
05CGFT15,1.633744981,1587.44,2,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.98706586
05CGFT16,0.875617264,705.72,0,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.905778927
05CGFT17,1.807822046,1026.63,1,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.753492837
05CGFT18,0.917153246,842.86,2,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.962840704
05CGFT19,1.072604195,961.92,1,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.952214926
05CGFT20,0.7578713,378.79,0,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.697933251
05CGFT21,1.614522908,1379.79,1,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.931260306
05CGFT22,0.730935227,757.09,0,"[-6.54,-2.07]","(41.4,53.6]",1,2,-3.014849123
05CGFT23,1.220781298,712.8,2,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.765585389
05CGFT24,3.379239471,1159.67,3,"(0.086,3.11]","[7.8,41.4]",3,1,-2.534248086
05CGFT25,1.896704267,997.35,3,"(0.086,3.11]","(41.4,53.6]",3,2,-2.720021268
05CGFT26,1.052997155,707.19,0,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.826461772
05CGFT27,1.028840591,580.16,1,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.750428842
05CGFT28,0.412425462,387,2,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.971902422
05CGFT29,3.299339737,1105.62,1,"(0.086,3.11]","[7.8,41.4]",3,1,-2.52388091
05CGFT30,1.590315397,1196.13,7,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.875717319
05CGFT31,0.389352367,356.52,0,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.96126653
05CGFT32,0.352487789,466.7,0,"[-6.54,-2.07]","[7.8,41.4]",1,1,-3.121565588
05CGFT33,1.089949263,785.33,0,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.857042736
05CGFT34,0.368804963,425.2,1,"[-6.54,-2.07]","[7.8,41.4]",1,1,-3.061419642
05CGFT35,0.643153437,579.91,0,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.954564078
05CGFT36,3.220939331,1224.31,0,"(0.086,3.11]","(41.4,53.6]",3,2,-2.578764796
05CGFT37,4.907282453,1646.22,6,"(3.11,5.44]","[7.8,41.4]",4,1,-2.524350279
05CGFT38,2.777838324,998.62,1,"(0.086,3.11]","[7.8,41.4]",3,1,-2.554483544
05CGFT39,6.040738647,1376.25,6,"(5.44,9.2]","(41.4,53.6]",5,2,-2.355696852
05CGFT40,0.277140377,542.47,2,"(-2.07,0.086]","(41.4,53.6]",2,2,-3.29145399
05CGFT41,2.623731931,709.98,2,"(0.086,3.11]","[7.8,41.4]",3,1,-2.430718746
05CGFT42,3.835952779,1136.64,4,"(3.11,5.44]","[7.8,41.4]",4,1,-2.47028154
05CGFT43,2.007420249,844.56,0,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.622958712
05CGFT44,0.68799287,335.87,0,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.68769676
05CGFT46,4.833430492,1034.1,2,"(3.11,5.44]","[7.8,41.4]",4,1,-2.32827239
05CGFT47,3.708714279,1294.34,2,"(0.086,3.11]","[7.8,41.4]",3,1,-2.541578812
05CGFT48,3.806492488,1370,2,"(0.086,3.11]","[7.8,41.4]",3,1,-2.55498724
05CGFT49,1.195736183,859.56,0,"(0.086,3.11]","[7.8,41.4]",3,1,-2.856036257
05CGFT50,2.361757048,1285.44,4,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.735017921
05CGFT51,3.51473024,1207.95,3,"(3.11,5.44]","[7.8,41.4]",4,1,-2.534891467
05CGFT52,3.655308872,1234.64,3,"(3.11,5.44]","[7.8,41.4]",4,1,-2.527328571
05CGFT53,6.18839333,1121.07,7,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.255650841
05CGFT54,1.898761382,1146.03,0,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.780005453
05CGFT55,2.854094654,1165.21,2,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.609870754
05CGFT56,2.431584032,1301.5,0,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.727742741
05CGFT57,1.108350019,976.3,1,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.944413041
05CGFT58,0.819291478,535.79,1,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.814891566
05CGFU01,2.129213893,477.45,3,"(0.086,3.11]","(82.1,243]",3,5,-2.348767515
05CGFU02,6.004990473,933.4,4,"(0.086,3.11]","(64.8,82.1]",3,4,-2.188752432
05CGFU03,1.514153706,445.37,0,"(0.086,3.11]","(82.1,243]",3,5,-2.467071981
05CGFU04,1.896927051,575.6,2,"(0.086,3.11]","(82.1,243]",3,5,-2.480636546
05CGFU05,1.440008415,339.6,1,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.370757194
05CGFU06,2.308708542,601.38,1,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.414109398
05CGFU07,1.259198405,386.69,2,"(0.086,3.11]","(82.1,243]",3,5,-2.485852253
05CGFU08,2.750341555,640.11,2,"(-2.07,0.086]","(82.1,243]",2,5,-2.364997941
05CGFU09,2.151675907,883.13,2,"(0.086,3.11]","(64.8,82.1]",3,4,-2.612188366
05CGFU10,8.168702519,1165.27,2,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.1512183
05CGFU11,6.656730465,1185.8,4,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.248305604
05CGFU12,4.928504312,1095.61,10,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.344982804
05CGFU13,1.885895473,548.89,5,"(0.086,3.11]","(64.8,82.1]",3,4,-2.462472967
05CGFU14,2.403807525,1228.55,2,"[-6.54,-2.07]","(64.8,82.1]",1,4,-2.707642563
05CGFU15,5.001335261,878.64,10,"(0.086,3.11]","(64.8,82.1]",3,4,-2.242245878
05CGFU16,4.543580505,1072.76,3,"[-6.54,-2.07]","(64.8,82.1]",1,4,-2.371261022
05CGFU17,1.878678963,558.85,2,"(0.086,3.11]","(53.6,64.8]",3,3,-2.471980261
05CGFU18,1.379791954,518.54,0,"(3.11,5.44]","(64.8,82.1]",4,4,-2.573811493
05CGFU19,2.483206435,783.4,0,"(0.086,3.11]","(64.8,82.1]",3,4,-2.497591937
05CGFU20,0.374642493,220.72,0,"(3.11,5.44]","(64.8,82.1]",4,4,-2.76948687
05CGFU21,1.281004422,502.75,3,"(3.11,5.44]","(64.8,82.1]",4,4,-2.592693458
05CGFU22,3.109374925,1001.9,4,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.506801365
05CGFU23,3.084366535,1128.17,0,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.562019597
05CGFU24,1.101409543,532.14,2,"(3.11,5.44]","(82.1,243]",4,5,-2.683177247
05CGFU25,3.017486668,1461.29,2,"[-6.54,-2.07]","(64.8,82.1]",1,4,-2.68419333
05CGFU26,2.932104769,1194.06,3,"[-6.54,-2.07]","(64.8,82.1]",1,4,-2.608778911
05CGFU27,2.886731471,628.46,1,"(0.086,3.11]","(64.8,82.1]",3,4,-2.335871796
05CGFU28,1.262489565,631.82,2,"(3.11,5.44]","(82.1,243]",4,5,-2.698496906
05CGFU29,3.032759884,1013.16,5,"[-6.54,-2.07]","(64.8,82.1]",1,4,-2.522538056
05CGFU30,3.975212306,1326.48,3,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.522036925
05CGFU31,1.155328836,586.03,3,"(0.086,3.11]","(64.8,82.1]",3,4,-2.704357201
05CGFU32,1.563028163,402.6,0,"(0.086,3.11]","(82.1,243]",3,5,-2.409217609
05CGFU33,2.315900022,844.27,1,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.560568609
05CGFU34,1.352318875,518.16,2,"(0.086,3.11]","(82.1,243]",3,5,-2.58224985
05CGFU35,1.742366527,554.92,1,"(0.086,3.11]","(82.1,243]",3,5,-2.501725093
05CGFW01,3.25502703,984.49,2,"(3.11,5.44]","(53.6,64.8]",4,3,-2.47921842
05CGFW02,3.305604494,1004.52,1,"(5.44,9.2]","(64.8,82.1]",5,4,-2.481276195
05CGFW03,4.09843898,1484.12,1,"(3.11,5.44]","(41.4,53.6]",4,2,-2.557649569
05CGFW04,4.530219678,1365.54,5,"(0.086,3.11]","(41.4,53.6]",3,2,-2.477741984
05CGFW05,3.005190016,968.26,2,"(3.11,5.44]","(53.6,64.8]",4,3,-2.506770037
05CGFW06,2.448613365,1029.26,3,"(5.44,9.2]","(53.6,64.8]",5,3,-2.62257046
05CGFW07,3.896838686,997.42,2,"(5.44,9.2]","(64.8,82.1]",5,4,-2.406465568
05CGFW08,1.509096558,1275.23,2,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.926357248
05CGFW09,2.08212066,817.64,0,"(3.11,5.44]","(53.6,64.8]",4,3,-2.592948894
05CGFW10,3.162382808,911.93,2,"(3.11,5.44]","(41.4,53.6]",4,2,-2.458438403
05CGFW11,1.411524805,799.03,1,"(3.11,5.44]","(41.4,53.6]",4,2,-2.75210669
05CGFW12,1.836379691,1147.82,3,"(3.11,5.44]","(41.4,53.6]",4,2,-2.795215929
05CGFW13,3.781525373,1334.45,4,"(0.086,3.11]","(53.6,64.8]",3,3,-2.546402849
05CGFW14,4.793013341,1261.73,3,"(3.11,5.44]","(53.6,64.8]",4,3,-2.418704868
05CGFW15,3.310837522,1067.02,2,"(3.11,5.44]","(41.4,53.6]",4,2,-2.506885032
05CGFW16,3.578301951,933.47,2,"(5.44,9.2]","(53.6,64.8]",5,3,-2.414755385
05CGFW17,3.103686431,1382.76,2,"(0.086,3.11]","(41.4,53.6]",3,2,-2.647893075
05CGFW18,4.016130145,1204.62,7,"(3.11,5.44]","(64.8,82.1]",4,4,-2.475591961
05CGFW19,3.075794603,941.12,2,"(3.11,5.44]","(53.6,64.8]",4,3,-2.484265974
05CGFW20,3.370326997,979.77,1,"(5.44,9.2]","(53.6,64.8]",5,3,-2.461955586
05CGFW21,2.884644017,964.59,1,"(3.11,5.44]","(53.6,64.8]",4,3,-2.522949809
05CGFW22,3.940672285,1252.25,3,"(0.086,3.11]","(53.6,64.8]",3,3,-2.500751896
05CGFW23,3.271021955,858.21,5,"(3.11,5.44]","(53.6,64.8]",4,3,-2.417251659
05CGFW24,4.304198193,1113.7,5,"(3.11,5.44]","(53.6,64.8]",4,3,-2.411194257
05CGFW25,2.876549122,1043.11,6,"(3.11,5.44]","(53.6,64.8]",4,3,-2.558259021
05CGFW26,2.792961231,1114.66,9,"(3.11,5.44]","(41.4,53.6]",4,2,-2.599987948
05CGFW27,5.434630561,892.73,3,"(5.44,9.2]","(41.4,53.6]",5,2,-2.212898188
05CGFW28,5.069114995,1136.02,16,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.348511601
05CGFW29,3.488338426,1244.24,5,"(5.44,9.2]","(53.6,64.8]",5,3,-2.551066253
05CGFW30,3.677094684,1321.76,5,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.554437915
05CGFW31,2.9557976,909.58,3,"(5.44,9.2]","(53.6,64.8]",5,3,-2.486752616
05CGFW32,3.616265838,1206.8,8,"(5.44,9.2]","(64.8,82.1]",5,4,-2.522071603
05CGFX01,2.279722785,974.17,2,"(5.44,9.2]","(82.1,243]",5,5,-2.629735198
05CGFX06,0.472365612,477.07,0,"(3.11,5.44]","(82.1,243]",4,5,-3.003873609
05CGFX07,5.174346615,1060.38,6,"(0.086,3.11]","(64.8,82.1]",3,4,-2.309481592
05CGFX08,1.664640916,717.97,2,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.633777635
05CGFX09,2.280908686,862.92,1,"(0.086,3.11]","(64.8,82.1]",3,4,-2.576713169
05CGFX10,1.710021806,662.26,0,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.586904034
05CGFX11,0.683527932,420.8,0,"(0.086,3.11]","(64.8,82.1]",3,4,-2.788613443
05CGFX12,2.697818981,908.96,0,"(0.086,3.11]","(64.8,82.1]",3,4,-2.526241051
05CGFX13,3.94919242,1188.74,23,"(3.11,5.44]","(64.8,82.1]",4,4,-2.477133381
05CGFX14,3.847894795,831.55,7,"(5.44,9.2]","(64.8,82.1]",5,4,-2.33265087
05CGFX15,6.857443505,1362.04,5,"(3.11,5.44]","(82.1,243]",4,5,-2.295835565
05CGFX16,0.110095338,80.7,0,"(3.11,5.44]","(82.1,243]",4,5,-2.864511713
05CGFX17,2.969043936,665.17,1,"(0.086,3.11]","(53.6,64.8]",3,3,-2.348373179
05CGFX18,1.280419672,531.07,9,"(0.086,3.11]","(64.8,82.1]",3,4,-2.616751075
05CGFX19,1.638340468,607.21,4,"(0.086,3.11]","(64.8,82.1]",3,4,-2.567761383
05CGFX20,1.280494981,398.51,0,"(5.44,9.2]","(64.8,82.1]",5,4,-2.491663619
05CGFX21,2.339652297,539.62,4,"(5.44,9.2]","(64.8,82.1]",5,4,-2.361049635
05CGFX22,3.856502116,1026.19,4,"(5.44,9.2]","(82.1,243]",5,5,-2.423399017
05CGFX23,2.419353116,548.34,2,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.353430259
05CGFX24,1.535695578,627.57,0,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.610292998
05CGFX25,1.709937373,557.93,0,"(0.086,3.11]","(53.6,64.8]",3,3,-2.512266445
05CGFX26,1.844467292,534.7,1,"(5.44,9.2]","(82.1,243]",5,5,-2.460738521
05CGFX27,2.15620287,861.62,1,"(5.44,9.2]","(82.1,243]",5,5,-2.600537968
05CGFX28,1.03012095,245.24,0,"(5.44,9.2]","(82.1,243]",5,5,-2.374875009
05CGFX29,1.600789647,532.91,4,"(0.086,3.11]","(53.6,64.8]",3,3,-2.521013078
05CGFX30,2.267222684,515.51,1,"(0.086,3.11]","(53.6,64.8]",3,3,-2.354828668
05CGFX31,0.839707284,342.1,4,"(5.44,9.2]","(64.8,82.1]",5,4,-2.608957838
05CGFX32,1.685247294,730.39,1,"(5.44,9.2]","(64.8,82.1]",5,4,-2.635887964
05CGFX33,0.273771792,138.88,0,"(5.44,9.2]","(64.8,82.1]",5,4,-2.704394047
05CGFX34,3.389903343,612.28,3,"(5.44,9.2]","(82.1,243]",5,5,-2.254351595
05CGFX35,1.963348865,680.21,3,"(5.44,9.2]","(82.1,243]",5,5,-2.538390182
05CGFX36,1.582868112,596.59,1,"(5.44,9.2]","(82.1,243]",5,5,-2.575077441
05CGFX37,1.550147727,570.04,2,"(5.44,9.2]","(82.1,243]",5,5,-2.564349629
05CGFX39,0.489396622,290.39,2,"(3.11,5.44]","(82.1,243]",4,5,-2.772588152
05CGFX40,0.163874974,125.92,0,"(5.44,9.2]","(82.1,243]",5,5,-2.885016511
05CGFX42,2.449666319,475.67,2,"(5.44,9.2]","(82.1,243]",5,5,-2.285956466
05CGFY01,1.808304628,899.68,0,"(5.44,9.2]","(41.4,53.6]",5,2,-2.695942687
05CGFY02,1.381172775,1013.68,3,"(3.11,5.44]","(41.4,53.6]",4,2,-2.865060725
05CGFY03,3.194781551,867.25,4,"(5.44,9.2]","(41.4,53.6]",5,2,-2.43210033
05CGFY04,2.207392334,968.64,2,"(3.11,5.44]","(41.4,53.6]",4,2,-2.641292045
05CGFY05,1.694313304,1032.93,2,"(0.086,3.11]","(41.4,53.6]",3,2,-2.784364213
05CGFY06,3.040935562,992.97,0,"(5.44,9.2]","(41.4,53.6]",5,2,-2.512596858
05CGFY07,3.171962672,1063.75,7,"(5.44,9.2]","[7.8,41.4]",5,1,-2.524214562
05CGFY08,3.692004155,1073.28,4,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.461954339
05CGFY09,2.597142004,1087.96,1,"(3.11,5.44]","(41.4,53.6]",4,2,-2.621079259
05CGFY10,4.181643803,1337.57,6,"(3.11,5.44]","(41.4,53.6]",4,2,-2.503609622
05CGFY11,2.893841908,1198.14,0,"(3.11,5.44]","(41.4,53.6]",4,2,-2.615982555
05CGFY12,3.212279014,1074.55,4,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.523113136
05CGFY13,3.391563654,1157.75,2,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.531940709
05CGFY14,3.971249595,1370.22,2,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.536602594
05CGFY15,2.022237396,991.75,1,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.689683615
05CGFY16,4.745620363,1158.03,2,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.385643417
05CGFY17,2.417813606,1457.87,4,"(3.11,5.44]","(41.4,53.6]",4,2,-2.779575126
05CGFY18,3.870571853,1300.81,4,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.525144559
05CGFY19,2.103214415,877.92,2,"[-6.54,-2.07]","(64.8,82.1]",1,4,-2.619529715
05CGFY20,4.824190135,981.26,2,"(3.11,5.44]","(64.8,82.1]",4,4,-2.306219282
05CGFY21,1.717549348,832.32,1,"(3.11,5.44]","(41.4,53.6]",4,2,-2.684483984
05CGFY22,4.309661814,1147.93,1,"(3.11,5.44]","[7.8,41.4]",4,1,-2.423838679
05CGFY23,4.616666835,950.17,1,"(3.11,5.44]","[7.8,41.4]",4,1,-2.311357495
05CGFY24,2.860573014,1097.73,3,"(3.11,5.44]","(41.4,53.6]",4,2,-2.582909291
05CGFY25,3.187362819,1018.55,7,"(3.11,5.44]","(41.4,53.6]",4,2,-2.503189676
05CGFY26,3.414502181,1002.58,2,"(3.11,5.44]","(53.6,64.8]",4,3,-2.466310035
05CGFY27,8.47982423,1257.65,10,"(3.11,5.44]","[7.8,41.4]",4,1,-2.168234757
05CGFY28,9.244671901,1343.6,6,"(3.11,5.44]","[7.8,41.4]",4,1,-2.159379992
05CGFY29,2.855014086,811.92,2,"(3.11,5.44]","(41.4,53.6]",4,2,-2.452375151
05CGFY30,2.084143208,761.83,2,"(5.44,9.2]","[7.8,41.4]",5,1,-2.561740783
05CGFY31,4.789359037,1271.4,2,"(5.44,9.2]","(41.4,53.6]",5,2,-2.422365737
05CGFY32,2.940721347,790.34,4,"(5.44,9.2]","(41.4,53.6]",5,2,-2.427741138
05CGFY33,2.860881087,927.49,3,"(5.44,9.2]","(41.4,53.6]",5,2,-2.50946776
05CGFY34,1.923223338,737.39,1,"(5.44,9.2]","[7.8,41.4]",5,1,-2.582533339
05CGFY35,6.128647024,907.54,1,"(5.44,9.2]","(41.4,53.6]",5,2,-2.167558414
05CGFZ01,3.760699208,1318.54,0,"(3.11,5.44]","(82.1,243]",4,5,-2.54358426
05CGFZ02,3.640083766,1138.32,2,"(5.44,9.2]","(82.1,243]",5,5,-2.49376199
05CGFZ03,2.706409454,1007.62,0,"(5.44,9.2]","(82.1,243]",5,5,-2.569735218
05CGFZ04,1.517680557,824.68,5,"(5.44,9.2]","(64.8,82.1]",5,4,-2.734305112
05CGFZ05,2.285190439,1102.67,2,"(0.086,3.11]","(82.1,243]",3,5,-2.682622188
05CGFZ06,2.98692383,1163.85,2,"(3.11,5.44]","(82.1,243]",4,5,-2.58955685
05CGFZ07,2.159133868,1172.64,2,"(5.44,9.2]","(82.1,243]",5,5,-2.734084749
05CGFZ08,2.180997582,811.81,3,"(0.086,3.11]","(82.1,243]",3,5,-2.569630873
05CGFZ09,1.77822602,818.62,0,"[-6.54,-2.07]","(82.1,243]",1,5,-2.662150979
05CGFZ10,5.174537329,935.34,9,"(0.086,3.11]","(82.1,243]",3,5,-2.254688686
05CGFZ11,0.823971541,929,1,"[-6.54,-2.07]","(64.8,82.1]",1,4,-3.051718136
05CGFZ12,1.399091388,767.01,0,"[-6.54,-2.07]","(82.1,243]",1,5,-2.738162029
05CGFZ13,1.615225511,794.94,0,"(-2.07,0.086]","(82.1,243]",2,5,-2.691217852
05CGFZ14,2.861372945,806.45,4,"(3.11,5.44]","(64.8,82.1]",4,4,-2.448459315
05CGFZ15,3.46970724,1075.53,3,"(5.44,9.2]","(53.6,64.8]",5,3,-2.489926378
05CGFZ16,1.95976215,783.19,3,"(5.44,9.2]","(41.4,53.6]",5,2,-2.600575679
05CGFZ17,0.241228874,623.98,0,"[-6.54,-2.07]","(53.6,64.8]",1,3,-3.412573451
